CHE	Switzerland	1918	5,745	5.745	3870678
BGD	Bangladesh	1990	14,082	14.082	103172000
FIN	Finland	1991	55,23	55.23	5019000
NLD	Netherlands	1997	175,288	175.288	15655000
SAU	Saudi Arabia	2008	432,336	432.336	25889000
PRT	Portugal	2017	54,665	54.665	10289000
NLD	Netherlands	1860	4,796	4.796	3343095
AUS	Australia	1941	34,548	34.548	7119446
COL	Colombia	1954	9,625	9.625	13375000
PNG	Papua New Guinea	2007	6,115	6.115	6809000
CAN	Canada	1785	0,004	0.004	
KHM	Cambodia	1956	0,132	0.132	5177000
POL	Poland	1980	463,329	463.329	35540000
AFG	Afghanistan	1974	1,916	1.916	12413000
BLR	Belarus	2006	64,868	64.868	9517000
MNG	Mongolia	1955	0,59	0.59	855000
ZMB	Zambia	1959	4,568	4.568	2980000
COD	Democratic Republic of Congo	1969	3,648	3.648	19460000
KEN	Kenya	2015	16,301	16.301	47878000
NER	Niger	2007	0,717	0.717	14685000
COD	Democratic Republic of Congo	1930	0,388	0.388	10624850
DNK	Denmark	1896	4,313	4.313	2437792
MMR	Myanmar	1993	5,302	5.302	42890000
COG	Congo	2016	3,174	3.174	4981000
TGO	Togo	1953	0,029	0.029	1452000
AZE	Azerbaijan	1974	40,777	40.777	5579000
ESP	Spain	1837	0,037	0.037	13672905
GBR	United Kingdom	1866	211,732	211.732	26455324
STP	Sao Tome and Principe	1969	0,015	0.015	73000
ESP	Spain	1967	86,394	86.394	32830000
CAN	Canada	1833	0,004	0.004	1343027
ARM	Armenia	1990	18,116	18.116	3538000
CHL	Chile	1915	3,067	3.067	3569617
DZA	Algeria	1932	0,114	0.114	7051288
SLE	Sierra Leone	2001	0,513	0.513	4754000
MLT	Malta	1988	2,012	2.012	356000
SRB	Serbia	2000	44,952	44.952	9488000
GNB	Guinea-Bissau	1971	0,073	0.073	718000
AUS	Australia	1956	73,038	73.038	9372000
LKA	Sri Lanka	1959	2,055	2.055	9641000
CYP	Cyprus	1962	0,905	0.905	578000
TGO	Togo	2012	2,216	2.216	6774000
BGD	Bangladesh	1965	3,121	3.121	55385000
DMA	Dominica	1956	0,004	0.004	56000
DZA	Algeria	2007	108,4	108.4	34167000
ZWE	Zimbabwe	1983	10,425	10.425	8255000
NZL	New Zealand	2017	36,024	36.024	4702000
BRN	Brunei	1997	4,932	4.932	312000
EST	Estonia	2017	18,654	18.654	1319000
BOL	Bolivia	1986	3,764	3.764	6309000
ETH	Ethiopia	1952	0,099	0.099	18820000
VEN	Venezuela	1938	6,123	6.123	3919533
NOR	Norway	1970	27,979	27.979	3876000
CAN	Canada	1912	67,271	67.271	7597612
URY	Uruguay	1948	0,147	0.147	2169672
CYP	Cyprus	1988	4,197	4.197	736000
EGY	Egypt	1981	50,903	50.903	44400000
NLD	Netherlands	1924	30,594	30.594	7258615
KGZ	Kyrgyzstan	1984	21,035	21.035	3913000
SLB	Solomon Islands	1989	0,161	0.161	303000
AUT	Austria	1965	38,141	38.141	7305000
ALB	Albania	1944	0,154	0.154	1164928
TGO	Togo	1979	1,381	1.381	2643000
SOM	Somalia	2012	0,608	0.608	12715000
IND	India	1924	44,51	44.51	273946592
SVK	Slovakia	2012	35,979	35.979	5415000
BRB	Barbados	2017	1,27	1.27	286000
KHM	Cambodia	2000	1,975	1.975	12155000
IDN	Indonesia	1919	7,636	7.636	46691092
FRA	France	2005	427,036	427.036	61120000
PLW	Palau	2014	0,224	0.224	18000
BGD	Bangladesh	1999	25,076	25.076	125190000
NLD	Netherlands	1922	27,271	27.271	7032991
ISL	Iceland	1979	1,982	1.982	226000
TWN	Taiwan	1987	97,123	97.123	19807000
PRT	Portugal	1991	47,246	47.246	9916000
BRA	Brazil	1986	197,226	197.226	138108992
FIN	Finland	1984	42,147	42.147	4888000
GRC	Greece	2005	113,925	113.925	11225000
LUX	Luxembourg	1954	8,783	8.783	303000
SRB	Serbia	1979	47,569	47.569	8829000
BHR	Bahrain	1993	14,61	14.61	536000
URY	Uruguay	1934	0,051	0.051	1836623
GNB	Guinea-Bissau	1957	0,011	0.011	593000
FRA	France	1957	277,548	277.548	44221000
TWN	Taiwan	1981	74,567	74.567	18192000
BEL	Belgium	1874	25,915	25.915	5280844
CAN	Canada	1809	0,004	0.004	717320
CUB	Cuba	2017	28,103	28.103	11339000
CHL	Chile	1978	22,836	22.836	11089000
STP	Sao Tome and Principe	1966	0,011	0.011	66000
VUT	Vanuatu	1998	0,081	0.081	178000
DEU	Germany	1895	238,285	238.285	51469144
SLB	Solomon Islands	2010	0,187	0.187	528000
JPN	Japan	1938	131,757	131.757	71968296
HUN	Hungary	1944	15,858	15.858	9303424
QAT	Qatar	1969	7,167	7.167	101000
ARG	Argentina	1895	2,264	2.264	4005036
FRA	France	1881	77,985	77.985	39174316
UGA	Uganda	2003	1,577	1.577	25981000
SLV	El Salvador	1996	4,415	4.415	5690000
PER	Peru	1980	24,063	24.063	17548000
EGY	Egypt	1978	39,261	39.261	41276000
COM	Comoros	1973	0,029	0.029	244000
SRB	Serbia	2003	55,719	55.719	9292000
MUS	Mauritius	1981	0,542	0.542	978000
ERI	Eritrea	1942	0,011	0.011	1025840
DEU	Germany	1985	1044,11	1044.11	77692000
KHM	Cambodia	2007	3,452	3.452	13680000
VEN	Venezuela	1956	65,014	65.014	7012000
BLZ	Belize	1978	0,216	0.216	139000
CHN	China	1953	134,102	134.102	593366016
POL	Poland	1802	0,451	0.451	9596718
JPN	Japan	1933	91,362	91.362	67273280
PRY	Paraguay	1980	1,486	1.486	3182000
GNQ	Equatorial Guinea	2010	6,888	6.888	944000
USA	United States	1860	47,438	47.438	31967054
POL	Poland	1822	0,909	0.909	10638517
GNQ	Equatorial Guinea	1977	0,062	0.062	242000
UGA	Uganda	1967	0,809	0.809	8550000
EST	Estonia	1967	15,172	15.172	1319000
HUN	Hungary	1855	0,454	0.454	5342575
USA	United States	1972	4558,453	4558.453	213270000
IND	India	1893	6,013	6.013	235849872
GRD	Grenada	1953	0,011	0.011	78000
MLT	Malta	1976	0,762	0.762	324000
POL	Poland	1941	164,803	164.803	28870574
MDG	Madagascar	1973	1,073	1.073	7143000
MYS	Malaysia	2012	215,812	215.812	29068000
SGP	Singapore	2000	48,856	48.856	4029000
TUR	Turkey	1997	212,006	212.006	60373000
GRC	Greece	1927	2,316	2.316	6108116
FIN	Finland	1907	0,887	0.887	2826785
NER	Niger	1966	0,136	0.136	4028000
IRL	Ireland	1990	32,891	32.891	3511000
QAT	Qatar	2014	105,976	105.976	2459000
QAT	Qatar	1953	0,366	0.366	32000
BLZ	Belize	1989	0,3	0.3	183000
MAR	Morocco	1952	3,565	3.565	9529000
SSD	South Sudan	2003	0,755	0.755	6936000
SRB	Serbia	1969	23,673	23.673	8057000
TTO	Trinidad and Tobago	1966	4,052	4.052	919000
SDN	Sudan	2015	19,39	19.39	38903000
GRC	Greece	1868	0,084	0.084	3599753
IND	India	1920	38,161	38.161	267795296
MAR	Morocco	2009	52,59	52.59	31929000
SLB	Solomon Islands	2004	0,161	0.161	459000
KIR	Kiribati	1987	0,022	0.022	67000
IND	India	1897	8,999	8.999	239951360
LBN	Lebanon	1931	0,004	0.004	887011
RUS	Russia	1972	1613,171	1613.171	131540000
ROU	Romania	1933	27,311	27.311	14647590
DMA	Dominica	2000	0,103	0.103	70000
GIN	Guinea	1971	0,813	0.813	4223000
TZA	Tanzania	2007	5,71	5.71	40681000
MDG	Madagascar	2007	1,783	1.783	19434000
DNK	Denmark	1852	0,333	0.333	1545851
DOM	Dominican Republic	1975	6,333	6.333	5145000
MAR	Morocco	1956	3,521	3.521	10853000
DEU	Germany	1921	473,18	473.18	62899396
SWE	Sweden	1985	62,365	62.365	8358000
ARG	Argentina	1965	58,805	58.805	22160000
PRT	Portugal	1917	1,656	1.656	6022130
GTM	Guatemala	1947	0,015	0.015	2746062
PHL	Philippines	1918	0,029	0.029	9057743
PER	Peru	1897	0,04	0.04	3560934
SSD	South Sudan	1970	0,404	0.404	3494000
CAF	Central African Republic	1994	0,234	0.234	3135000
CHN	China	1973	965,647	965.647	889484992
USA	United States	1885	272,162	272.162	57461504
SOM	Somalia	1953	0,048	0.048	2397000
CAN	Canada	1884	8,599	8.599	4592456
AUT	Austria	1879	8,863	8.863	4903440
NLD	Netherlands	1956	65,084	65.084	10852000
NRU	Nauru	1994	0,11	0.11	10000
TUR	Turkey	1980	75,212	75.212	43976000
PLW	Palau	2016	0,224	0.224	18000
CHE	Switzerland	2008	44,707	44.707	7623000
NLD	Netherlands	1946	31,104	31.104	9436866
IRN	Iran	2016	652,97	652.97	79564000
IRQ	Iraq	1953	2,528	2.528	6216000
IRQ	Iraq	1966	27,676	27.676	8651000
NIU	Niue	1973	0,004	0.004	4000
SUR	Suriname	1950	0,213	0.213	215000
TUV	Tuvalu	1993	0,007	0.007	9000
TLS	Timor	2006	0,18	0.18	1016000
LVA	Latvia	1931	0,037	0.037	1621426
VEN	Venezuela	1990	121,822	121.822	19633000
EST	Estonia	1934	0,015	0.015	949911
GNB	Guinea-Bissau	1980	0,147	0.147	782000
GBR	United Kingdom	1985	559,628	559.628	56414000
CHE	Switzerland	1946	5,767	5.767	4458081
NOR	Norway	1847	0,103	0.103	1352190
USA	United States	2016	5306,662	5306.662	323016000
ITA	Italy	1932	28,077	28.077	41411984
POL	Poland	1992	364,675	364.675	38198000
CZE	Czech Republic	1988	180,558	180.558	10331000
MDV	Maldives	1990	0,172	0.172	223000
POL	Poland	1960	199,577	199.577	29614000
